youtube_id,start,length,end,words,notes,producer,beat_name,,,,,,,,
O9AxmMO9xKw,631,206,837,"Discombobulated, Kleenex, Tekashi ",,,,,,,,,,,
AO0yvg0pLiM,66,221,287,"Baseball, New York, Phone, Rendezvous",,,,,,,,,,,
AO0yvg0pLiM,229,211,440,Keeps Advertisment,,,,,,,,,,,
AO0yvg0pLiM,492,182,674,"Curtain, Clouds, Dance",,,,,,,,,,,
AO0yvg0pLiM,764,216,980,"Biblican, Generic, Titanium, Pineapple",,,,,,,,,,,
qQKgwgWzg58,97,196,293,"Bumpy, Kareem, Blue Jacket",,StqQKgwgWzg5rollin,,,,,,,,,
qQKgwgWzg58,342,86,428,NordVPN Advertisment,,,,,,,,,,,
qQKgwgWzg58,504,207,711,"Haunted, Microphone, Angel",,Flow Dangerous,Darkside,,,,,,,,
qQKgwgWzg58,775,171,946,"Ambiguous, Recreational, Innovative",,Quick,Classy,,,,,,,,
xqCEjV48TWA,91,190,281,"Meniscus, Cardiovascular, Clavicle",,Kick It,Raias Beats,,,,,,,,
xqCEjV48TWA,369,82,451,NordVPN Advertisment,,,,,,,,,,,
xqCEjV48TWA,531,216,747,"Tie, Bag, Bottle",,Game Over,Anabolic Beatz,,,,,,,,
xqCEjV48TWA,868,204,1072,"Panties, Toenails, Takis",,Still Blazin,Anabolic Beatz,,,,,,,,
SnJpkJ0or5o,65,216,281,"Royal Flush, Dr. Pepper, Leopards",,Beware,,,,,,,,,
SnJpkJ0or5o,374,175,549,"Tank, Obligatory, Despicable, Stars",,Mistake,Andll,,,,,,,,
SnJpkJ0or5o,667,222,889,"Yarn, Tow Truck, Beetle",,Nice,Beatowski,,,,,,,,
2kfaZHwzda8,83,191,274,"Balloon, Symptomatic, Oragutan",,Hype,,,,,,,,,
2kfaZHwzda8,384,196,580,"Barbecue, Piano, Street, Bedframe",,ClkfaZHwzdaouds,Andll and Codax,,,,,,,,
2kfaZHwzda8,677,238,915,"Uninterested, Sweet Tea, Women",,PlkfaZHwzdaayer Freestyle,,,,,,,,,
4yeyJVkbX8Y,70,180,250,"Magnetic, Cactus, Schoolbus",,Bounce 5,,,,,,,,,
4yeyJVkbX8Y,322,91,413,NordVPN Advertisment,,,,,,,,,,,
4yeyJVkbX8Y,487,198,685,"Reebok, Ping Pong, Violin",,Take Notes,Elias X,,,,,,,,
4yeyJVkbX8Y,817,199,1016,"Interstellar, Mathematical, Trigonometry",,Finish Line,KidGoran,,,,,,,,
Xm8Z4bGH_Ok,111,194,305,"Abracadabra, Paralysis, Potential",,,,,,,,,,,
Xm8Z4bGH_Ok,396,222,618,"Skallywag, Compromise, Execute",,,,,,,,,,,
Xm8Z4bGH_Ok,704,180,884,"Disinfect, Lemonade, Beetlejuice",,,,,,,,,,,
yxb2mb4wkF4,66,174,240,"Onamatopia, Questionable, Eyelashes",,Hocus Pocus,Fantom XXX,,,,,,,,
yxb2mb4wkF4,267,76,343,NordVPN Advertisment,,,,,,,,,,,
yxb2mb4wkF4,411,237,648,"Holiday, Controller, Wallet",,Joker,Darkside,,,,,,,,
yxb2mb4wkF4,723,193,916,"Apple, Door, Book, Discriminate",,HewkFad Space,,,,,,,,,
NKtwLntS4Pg,92,176,268,"Love, Radiator, Environment",Orange,,,,,,,,,,
NKtwLntS4Pg,355,78,433,NordVPN Advertisment,,,,,,,,,,,
NKtwLntS4Pg,488,211,699,"Knowledge, Pencil, Mouse",,,,,,,,,,,
NKtwLntS4Pg,786,208,994,"Nail Polish, Fan, Rainbow",,,,,,,,,,,
MiU7GJYeTas,78,189,267,"Immaculate, Paleontologist, Arithmatic",,Top Shotta,Fantom XXX,,,,,,,,
MiU7GJYeTas,347,76,423,Keeps Advertisment,,,,,,,,,,,
MiU7GJYeTas,488,180,668,"Paint, Door, Bed",,Club Hop,Fantom XXX,,,,,,,,
MiU7GJYeTas,756,153,909,"Drip, Black, Savage, Prodigy",,SaGJYeTavana,,,,,,,,,
TwRATtm76cI,72,216,288,"Monitor, Flabbergasted, Tesla, Trash",,Cacsino,,,,,,,,,
TwRATtm76cI,363,214,577,"Television, Basketball, Airplane",,Criminal,,,,,,,,,
TwRATtm76cI,669,201,870,"Halloween, Vikings, Honda, Lebron James",,Cocunt,,,,,,,,,
TwRATtm76cI,901,80,981,Drugs,,,,,,,,,,,
bt0DLDPVE1M,65,215,280,"Professional, Advantage, Diploma",,Fighter,,,,,,,,,
bt0DLDPVE1M,323,56,379,Keeps Advertisment,,,,,,,,,,,
bt0DLDPVE1M,443,221,664,"Dreamcatcher, Flower Field, Knife",,Spooky Freestyle,Fantom XXX,,,,,,,,
bt0DLDPVE1M,777,211,988,"Prison, Takeaway, Celebrate, War, Gangsters",,Stampede,,,,,,,,,
6Phbw1vg5Wc,58,165,223,"Notion, Flexibility, Acrobatics",,Bussin,,,,,,,,,
6Phbw1vg5Wc,263,57,320,Keeps Advertisment,,,,,,,,,,,
6Phbw1vg5Wc,377,175,552,"Cup, Inevitable, Unforgetable",,Joker,Darkside,,,,,,,,
6Phbw1vg5Wc,642,224,866,"Comb, Library, Drawer, Uncapacitated",,PaWid,Fantom XXX,,,,,,,,
16xwgMHig-A,59,169,228,"Bike, Chicacgo, Bullet","Wendy's, Skateboard, Glide",,,,,,,,,,
16xwgMHig-A,273,69,342,Athletic Greens Commercial,,,,,,,,,,,
16xwgMHig-A,395,189,584,"Optimistic, Proflific, Life",,,,,,,,,,,
16xwgMHig-A,648,180,828,"Minecraft, Douchebag, Vamanos",,,,,,,,,,,
REllMQ6EQi8,78,216,294,"Squishmallow, Table, Tampon, Evergreen, Live",,DoEQiuble,Raias Beats,,,,,,,,
REllMQ6EQi8,345,80,425,NordVPN Advertisment,,,,,,,,,,,
REllMQ6EQi8,513,177,690,"Xenomorph, Adherence, Supercalifragilisticexpialidocious",,Light It,Darkside,,,,,,,,
REllMQ6EQi8,775,195,970,"Parking, Alphabet, Counterfeit",,Baddie Freestyle,CLASSY,,,,,,,,
6mfIBMQMYTw,64,136,200,"Fundemental, Squiggle, Creative, Vigor, Fire",,,,,,,,,,,
6mfIBMQMYTw,262,161,423,"Puzzle, Black, Future",,,,,,,,,,,
6mfIBMQMYTw,580,210,790,"Rambunctuios, Genuflect, Opportunity",,,,,,,,,,,
gBgJRYcIcWA,84,147,231,"Kobe, Table, Jacket",,,,,,,,,,,
gBgJRYcIcWA,299,84,383,NordVPN Advertisment,,,,,,,,,,,
gBgJRYcIcWA,444,185,629,"Charger, Remote, Bookbag",,,,,,,,,,,
gBgJRYcIcWA,700,186,886,"Jägermeister, Shot Glass, Thalassophobia",,,,,,,,,,,
WG0ZmvMYVrM,59,154,213,"Euphoria, Advertising, Penthouse, Hotel",,,,,,,,,,,
WG0ZmvMYVrM,258,47,305,AG1 Advertisment,,,,,,,,,,,
WG0ZmvMYVrM,365,130,495,"Articulate, Outstanding, Slay",,,,,,,,,,,
WG0ZmvMYVrM,566,145,711,"Mathematical, Scientific, Something About History",,,,,,,,,,,
cXKJ3uv_XIk,60,166,226,"Rainbow, Onomatopia, Capybara",,,,,,,,,,,
cXKJ3uv_XIk,353,97,450,"Xylophone, Escargot, Sewing",,,,,,,,,,,
cXKJ3uv_XIk,508,155,663,"Placebo, Sunflower, Hypothesis",,,,,,,,,,,
cXKJ3uv_XIk,745,114,859,"Plants, Avocado Tree",,,,,,,,,,,
lZiQzYgdw3A,33,155,188,"Basketball, XBox, iPhone",Rob landes channel,,,,,,,,,,
lZiQzYgdw3A,300,182,482,"Pinecone, Skull, Cottage",Xylophone,,,,,,,,,,
lZiQzYgdw3A,586,97,683,"Trees, Environment, Birds",,,,,,,,,,,
lZiQzYgdw3A,772,114,886,Innocense of being young,,,,,,,,,,,
dDprvKIL6Pw,51,133,184,"Rubik's Cube, Trash Can, Barbeque",,,,,,,,,,,
dDprvKIL6Pw,296,156,452,"Hipocryte, Cross, Succer Punch",,,,,,,,,,,
dDprvKIL6Pw,541,180,721,"Flying, Kangaroo, Flag",,,,,,,,,,,
dDprvKIL6Pw,803,136,939,Family and Friends,,,,,,,,,,,
_SZbXNGBWGk,64,166,230,"Beemer, Stranger, Master",,,,,,,,,,,
_SZbXNGBWGk,243,89,332,Lemonade Advertisment,,,,,,,,,,,
_SZbXNGBWGk,397,155,552,"Onomatopoeia, Gifted, Elegant",,,,,,,,,,,
_SZbXNGBWGk,656,187,843,"Stativa, Intergalactic, Lithium",,,,,,,,,,,
uhiwj4ho4V4,64,146,210,"Microphone, Soundcloud, Mirror",,,,,,,,,,,
uhiwj4ho4V4,239,89,328,NordVPN Advertisment,,,,,,,,,,,
uhiwj4ho4V4,392,152,544,"Telly, Hellcat, Big Booty Latina",,,,,,,,,,,
uhiwj4ho4V4,625,186,811,"Bonsai, Body Armor, Hyundai",,,,,,,,,,,
qG37EIdryFo,57,157,214,"Jumping Rope, TV, Trash Bag",,,,,,,,,,,
qG37EIdryFo,246,85,331,NordVPN Advertisment,,,,,,,,,,,
qG37EIdryFo,393,202,595,"Dictionary, Space, Volcano",,,,,,,,,,,
qG37EIdryFo,721,188,909,"Apparatus, Microscopic, Octagon, Blanet, Blanking ",,,,,,,,,,,
90-aXcTQw34,84,156,240,"Laqueefious, Meatballs, Spontaneous",,,,,,,,,,,
90-aXcTQw34,337,122,459,"Stella, Bike, Pokemon",,,,,,,,,,,
90-aXcTQw34,503,64,567,Hello Fresh Advertisment,,,,,,,,,,,
90-aXcTQw34,650,164,814,"Minecraft, Walgreens, Soccer",,,,,,,,,,,
90-aXcTQw34,900,157,1057,A Tribute to Boobs & Cash,,,,,,,,,,,
rjBtpTI0MAc,60,129,189,"Ambidextrous, Chronicle, Afghanistan, Revolutionary",,,,,,,,,,,
rjBtpTI0MAc,270,194,464,"Motorcycle, Vape, Controller",,,,,,,,,,,
rjBtpTI0MAc,550,169,719,"McDonald's, Marijuana, Grass",,,,,,,,,,,
bJgAtUirT7I,89,204,293,"Shifters, Exotic, White Line",,,,,,,,,,,
bJgAtUirT7I,413,181,594,"Purple, Difficult, Handball",,,,,,,,,,,
bJgAtUirT7I,706,224,930,"Basketball, Bench, Stairs",,,,,,,,,,,
1suTTTUn7iA,72,190,262,"Pottery, Universal, Outstanding",,,,,,,,,,,
1suTTTUn7iA,316,42,358,NordVPN Advertisment,,,,,,,,,,,
1suTTTUn7iA,441,184,625,"Complimentary, Extraterrestrial, Continental, Certified",,,,,,,,,,,
1suTTTUn7iA,752,178,930,"Arctic Monkeys, Live, Laugh, Love, Cats (Lucy, Ginger)",,,,,,,,,,,
TFaKz7SQsgg,102,185,287,"Nipple Clamps, Chameleon, Ron Weasley",,,,,,,,,,,
TFaKz7SQsgg,322,57,379,NordVPN Advertisment,,,,,,,,,,,
TFaKz7SQsgg,451,199,650,"Rambunctious, Poker, Picture Frame",,,,,,,,,,,
TFaKz7SQsgg,747,221,968,"Galactic, Balloons, Rain",,,,,,,,,,,
qlfHCE9nl34,80,165,245,"Boayncy, Implosion, Solar System",,,,,,,,,,,
qlfHCE9nl34,328,220,548,"Soy Sauce, Military, Picaso",,,,,,,,,,,
qlfHCE9nl34,630,153,783,Animal Shelter,,,,,,,,,,,
vL4W6n--r5A,75,164,239,"Electrical, Damage, Spicy",,,,,,,,,,,
vL4W6n--r5A,362,193,555,"Cockatiel, Doobie & Ganja, Bus",,,,,,,,,,,
vL4W6n--r5A,662,182,844,"Cement Mixer, Lint Roller, Blanket",,,,,,,,,,,
hr6sqlk73AI,89,173,262,"piano, delinquent, Blue Tack",,,,,,,,,,,
hr6sqlk73AI,331,187,518,"table, circus, balloon, any phobia",,,,,,,,,,,
hr6sqlk73AI,657,182,839,"linen, infrastructure, scramble",,,,,,,,,,,
